Survived,Pclass,Sex,AgeGroup,Parch,Fare,Embarked,Title
0,3,male,2,0,7.8958,S,Mr
1,1,female,4,1,52.5542,S,Mrs
0,1,male,3,0,5,S,Mr
0,3,male,4,0,9,S,Mr
1,2,female,2,0,24,C,Mrs
1,3,female,1,0,7.225,C,Miss
0,3,male,2,0,9.8458,S,Mr
0,3,male,2,0,7.8958,S,Mr
1,1,female,4,1,83.1583,C,Mrs
1,2,female,2,1,26,S,Mrs
0,3,male,3,0,7.8958,S,Mr
0,3,female,2,0,10.5167,S,Miss
0,2,male,2,0,10.5,S,Mr
0,3,male,2,0,7.05,S,Mr
0,3,female,3,5,29.125,Q,Mrs
0,2,male,2,0,13,S,Others
1,1,female,2,0,30,S,Miss
1,1,male,2,0,30,C,Mr
0,3,male,3,0,7.75,Q,Mr
NA,3,male,3,0,7.8292,Q,Mr
NA,3,female,4,0,7,S,Mrs
NA,2,male,4,0,9.6875,Q,Mr
NA,3,male,2,0,8.6625,S,Mr
NA,3,female,2,1,12.2875,S,Mrs
NA,3,male,1,0,9.225,S,Mr
NA,3,female,3,0,7.6292,Q,Miss
NA,2,male,2,1,29,S,Mr
NA,3,female,2,0,7.2292,C,Mrs
NA,3,male,2,0,24.15,S,Mr
NA,1,male,4,0,26,S,Mr
NA,1,female,2,0,82.2667,S,Mrs
NA,2,male,4,0,26,S,Mr
NA,1,female,4,0,61.175,S,Mrs
NA,2,female,2,0,27.7208,C,Mrs
NA,2,male,3,0,12.35,Q,Mr
NA,3,male,2,0,7.225,C,Mr
NA,3,female,2,0,7.925,S,Miss
NA,3,female,4,0,7.225,C,Mrs
NA,1,male,4,0,59.4,C,Mr
NA,3,male,1,1,3.1708,S,Master
NA,1,male,2,1,61.3792,C,Mr
NA,1,female,4,3,262.375,C,Mrs
NA,3,male,4,0,14.5,S,Mr
NA,1,female,2,1,61.9792,C,Miss
NA,3,male,2,0,7.225,C,Mr
NA,1,male,4,0,30.5,S,Mr
NA,2,male,4,0,26,S,Mr
NA,2,male,2,0,31.5,S,Mr
NA,3,female,3,2,20.575,S,Mrs
NA,1,male,3,0,57.75,C,Mr
NA,3,male,2,0,7.2292,C,Mr
NA,3,female,2,0,8.6625,S,Miss
NA,3,male,2,0,9.5,S,Mr
NA,3,male,3,1,13.4167,C,Mr
NA,3,male,4,0,7.85,S,Mr
NA,2,female,3,0,13,S,Mrs
NA,1,female,4,0,52.5542,S,Mrs
NA,3,male,2,0,7.925,S,Mr
NA,1,male,4,0,29.7,C,Mr
NA,1,female,4,0,76.2917,C,Mrs
NA,3,female,3,2,15.9,S,Mrs
NA,1,male,2,0,60,S,Mr
NA,2,male,2,0,15.0333,C,Mr
NA,2,female,2,1,23,S,Miss
NA,1,female,2,2,263,S,Miss
NA,3,male,1,1,29.125,Q,Master
NA,3,male,3,0,7.8958,S,Mr
NA,3,male,2,0,7.65,S,Mr
NA,1,female,3,0,262.375,C,Miss
NA,3,male,1,0,7.8958,S,Mr
NA,2,male,3,0,13.5,S,Mr
NA,3,male,2,0,7.75,S,Mr
NA,3,female,2,0,7.725,Q,Miss
NA,1,male,1,2,262.375,C,Master
NA,3,female,2,0,7.8792,Q,Miss
NA,1,male,4,0,42.4,S,Mr
NA,1,male,3,0,28.5375,C,Mr
NA,1,female,4,4,263,S,Mrs
NA,3,female,2,0,7.75,Q,Miss
NA,3,male,2,0,7.8958,S,Mr
NA,3,female,2,0,7.925,S,Miss
NA,1,male,2,0,27.7208,C,Mr
NA,1,female,3,0,211.5,C,Miss
NA,1,male,3,0,211.5,C,Mr
NA,1,female,4,0,25.7,S,Mrs
NA,2,male,3,0,13,S,Mr
NA,3,female,2,0,7.75,Q,Miss
NA,3,male,1,1,15.2458,C,Master
NA,1,male,4,0,221.7792,S,Mr
NA,1,male,4,0,26,S,Mr
NA,3,female,2,0,7.8792,Q,Miss
NA,3,female,2,0,8.05,S,Miss
NA,2,male,1,1,23,S,Master
NA,3,female,2,0,13.9,S,Mrs
NA,1,female,2,2,52,S,Mrs
NA,1,male,2,0,26,C,Mr
NA,3,male,2,0,7.7958,S,Mr
NA,1,female,4,0,78.85,S,Mrs
NA,3,male,2,0,7.925,S,Mr
NA,3,female,2,0,7.8542,S,Miss
NA,3,male,3,0,8.05,S,Mr
NA,1,female,4,0,55.4417,C,Mrs
NA,2,male,2,0,26,S,Mr
NA,3,male,2,0,7.775,S,Mr
NA,3,female,1,1,8.5167,C,Mrs
NA,3,male,2,0,22.525,S,Mr
NA,3,male,2,0,7.8208,Q,Mr
NA,2,male,2,0,13,S,Mr
NA,2,male,4,0,15.0458,C,Mr
NA,1,female,3,0,31.6792,C,Miss
NA,3,female,2,0,7.2833,Q,Miss
NA,1,female,4,0,221.7792,S,Mrs
NA,3,male,2,0,14.4542,C,Mr
NA,3,female,1,1,16.7,S,Miss
NA,1,male,3,0,75.2417,C,Mr
NA,2,female,2,0,26,S,Mrs
NA,2,female,1,0,15.75,S,Miss
NA,1,female,3,0,57.75,C,Mrs
NA,3,male,2,0,7.25,S,Mr
NA,3,female,1,1,16.1,S,Miss
NA,3,male,2,0,7.7958,S,Mr
NA,2,male,4,0,13,S,Mr
NA,3,male,2,0,8.05,S,Mr
NA,3,male,3,0,8.05,S,Mr
NA,1,male,4,0,28.5,C,Others
NA,3,male,4,0,7.8958,S,Mr
NA,3,male,2,0,7.8542,S,Mr
NA,3,male,2,0,7.225,C,Mr
NA,2,male,2,0,13,S,Mr
NA,3,female,2,0,8.05,S,Miss
NA,3,male,4,6,46.9,S,Mr
NA,3,female,1,2,46.9,S,Miss
NA,1,female,3,0,151.55,S,Miss
NA,1,male,4,3,262.375,C,Mr
NA,2,male,2,0,26,S,Mr
NA,1,male,4,0,26.55,S,Mr
NA,3,male,3,0,18,S,Mr
NA,3,male,2,0,8.05,S,Mr
NA,2,male,3,1,26,S,Others
NA,1,female,2,1,83.1583,C,Mrs
NA,3,male,4,0,12.45,S,Mr
NA,3,female,3,2,12.1833,S,Mrs
NA,3,male,1,2,31.3875,S,Master
NA,3,male,2,0,7.55,S,Mr
NA,1,female,2,0,221.7792,S,Miss
NA,3,female,2,0,7.8542,S,Miss
NA,1,male,4,0,26.55,S,Mr
NA,3,female,2,2,13.775,S,Mrs
NA,3,male,1,1,15.2458,C,Master
NA,2,female,2,0,13.5,S,Miss
NA,2,male,4,0,13,S,Others
NA,3,female,2,1,22.025,S,Mrs
NA,1,male,4,0,50.4958,C,Mr
NA,3,male,2,2,34.375,S,Mr
NA,3,female,2,0,8.9625,S,Miss
NA,3,male,2,0,7.225,C,Mr
NA,3,male,2,0,13.9,S,Mr
NA,3,male,4,5,31.3875,S,Mr
NA,2,female,1,2,39,S,Miss
NA,2,female,2,0,36.75,S,Miss
NA,1,male,4,0,55.4417,C,Mr
NA,2,female,3,3,39,S,Mrs
NA,1,female,4,2,83.1583,C,Mrs
NA,2,male,3,0,13,S,Mr
NA,1,male,3,1,83.1583,C,Mr
NA,1,female,2,0,53.1,S,Mrs
NA,1,female,2,1,247.5208,C,Mrs
NA,2,male,4,0,16,S,Mr
NA,2,female,2,1,21,S,Miss
NA,3,male,1,0,8.05,S,Mr
NA,2,male,4,0,13,S,Mr
NA,2,male,3,0,26,S,Mr
NA,3,male,1,1,14.5,S,Master
NA,2,male,4,0,12.35,Q,Mr
NA,2,male,1,2,32.5,S,Master
NA,3,male,3,0,7.8542,S,Mr
NA,1,male,1,2,134.5,C,Master
NA,3,female,2,0,7.775,S,Miss
NA,2,male,2,0,10.5,S,Mr
NA,3,male,1,2,14.4,S,Master
NA,1,male,4,0,227.525,C,Others
NA,2,female,1,1,26,S,Miss
NA,2,male,2,0,10.5,S,Mr
NA,3,female,3,0,7.75,Q,Miss
NA,2,male,2,0,10.5,S,Mr
NA,1,female,3,0,27.7208,C,Miss
NA,3,male,2,0,7.8958,S,Mr
NA,3,male,3,0,22.525,S,Mr
NA,2,male,1,0,73.5,S,Mr
NA,2,female,4,0,26,S,Mrs
NA,3,female,3,2,7.775,S,Miss
NA,1,male,4,0,42.5,S,Mr
NA,1,male,4,1,164.8667,S,Mr
NA,1,female,4,1,211.5,C,Mrs
NA,2,female,3,0,13.8583,C,Miss
NA,3,male,2,0,8.05,S,Mr
NA,2,female,2,0,10.5,S,Mrs
NA,3,male,2,0,7.7958,S,Mr
NA,1,female,4,0,27.4458,C,Mrs
NA,3,male,2,0,7.7958,S,Mr
NA,3,male,4,0,15.1,S,Mr
NA,2,male,3,0,13,S,Mr
NA,2,male,1,0,65,S,Mr
NA,1,female,2,0,26.55,S,Miss
NA,3,male,2,0,6.4958,S,Mr
NA,1,male,3,0,71.2833,C,Mr
NA,3,male,2,0,7.8542,S,Mr
NA,1,male,4,0,75.25,C,Mr
NA,3,male,2,0,7.225,C,Mr
NA,2,female,2,1,13,S,Miss
NA,1,female,4,0,106.425,C,Mrs
NA,1,female,4,0,27.7208,C,Mrs
NA,2,female,4,2,30,S,Mrs
NA,1,male,4,1,134.5,C,Mr
NA,1,male,4,0,51.8625,S,Mr
NA,2,female,2,0,21,S,Mrs
NA,2,male,4,1,32.5,S,Mr
NA,2,female,2,0,26,S,Mrs
NA,2,female,1,2,27.75,S,Miss
NA,3,male,2,0,7.925,S,Mr
NA,1,male,2,0,136.7792,C,Mr
NA,3,male,2,0,9.325,S,Mr
NA,3,male,3,0,9.5,S,Mr
NA,3,male,2,0,8.05,S,Mr
NA,2,female,2,0,13,S,Miss
NA,3,male,2,0,7.775,S,Mr
NA,3,male,3,0,17.4,S,Mr
NA,3,male,2,0,7.8542,S,Mr
NA,2,female,2,2,23,S,Mrs
NA,3,female,1,1,12.1833,S,Miss
NA,2,male,3,0,12.7375,C,Mr
NA,3,male,1,0,8.6625,S,Mr
NA,1,male,4,0,75.2417,C,Mr
NA,1,female,2,0,136.7792,C,Mrs
NA,2,female,2,0,26,S,Miss
NA,2,male,2,0,10.5,S,Mr
NA,2,male,4,0,26,S,Mr
NA,2,male,3,0,21,S,Mr
NA,2,male,2,0,10.5,S,Mr
NA,3,female,2,0,8.6625,S,Miss
NA,3,male,1,1,13.775,S,Master
NA,3,female,1,1,15.2458,C,Miss
NA,3,female,1,1,20.2125,S,Miss
NA,3,male,3,0,7.25,S,Mr
NA,1,male,2,0,82.2667,S,Mr
NA,3,female,3,0,6.95,Q,Miss
NA,1,male,4,1,81.8583,S,Others
NA,3,male,3,0,9.5,S,Mr
NA,3,male,2,0,7.8958,S,Mr
NA,2,female,1,2,41.5792,C,Miss
NA,1,male,3,0,45.5,S,Mr
NA,3,male,2,0,7.8542,S,Mr
NA,3,male,3,0,7.775,S,Mr
NA,2,male,4,1,21,S,Mr
NA,3,male,2,0,8.6625,S,Mr
NA,1,female,4,1,26.55,S,Mrs
NA,1,male,3,2,151.55,S,Mr
NA,3,male,1,1,9.35,S,Master
NA,1,male,4,1,93.5,S,Mr
NA,3,female,4,0,14.1083,S,Mrs
NA,3,male,2,0,8.6625,S,Mr
NA,3,male,2,0,7.225,C,Mr
NA,3,female,3,0,7.75,Q,Miss
NA,1,female,4,0,135.6333,C,Mrs
NA,3,female,1,0,7.7333,Q,Miss
NA,1,male,4,0,146.5208,C,Mr
NA,2,male,2,0,10.5,S,Mr
NA,3,male,2,0,7.8542,S,Mr
NA,2,male,2,0,31.5,S,Mr
NA,3,male,2,0,7.775,S,Mr
NA,3,male,2,0,7.2292,C,Mr
NA,2,male,2,0,13,S,Mr
NA,1,male,3,0,26.55,S,Mr
NA,1,female,3,0,211.3375,S,Miss
NA,3,male,2,0,7.05,S,Mr
NA,2,female,1,1,39,S,Miss
NA,1,male,4,0,79.2,C,Mr
NA,2,male,2,0,26,S,Mr
NA,2,male,2,0,13,S,Mr
NA,2,female,4,2,36.75,S,Mrs
NA,1,male,3,0,29.7,C,Mr
NA,3,female,2,1,15.7417,C,Mrs
NA,3,male,2,0,7.8958,S,Mr
NA,1,male,3,0,26,S,Mr
NA,2,male,3,0,13,S,Mr
NA,3,male,3,2,7.2292,C,Mr
NA,2,male,2,0,31.5,S,Mr
NA,2,male,2,0,10.5,S,Mr
NA,3,male,3,0,7.5792,S,Mr
NA,1,female,4,1,512.3292,C,Mrs
NA,3,female,1,0,7.65,S,Miss
NA,2,male,2,0,13,S,Mr
NA,3,female,3,0,7.2292,C,Mrs
NA,2,male,2,0,13.5,S,Mr
NA,2,female,3,0,21,S,Miss
NA,1,female,4,1,63.3583,C,Mrs
NA,2,male,2,0,10.5,S,Mr
NA,2,male,2,0,73.5,S,Mr
NA,2,male,4,2,65,S,Mr
NA,3,female,1,2,20.575,S,Miss
NA,1,male,4,0,26,S,Mr
NA,1,female,4,0,51.4792,S,Mrs
NA,3,female,3,0,15.55,S,Mrs
NA,3,male,1,2,69.55,S,Master
NA,2,female,2,1,37.0042,C,Mrs
NA,2,female,3,0,21,S,Mrs
NA,3,male,2,0,8.6625,S,Mr
NA,1,female,2,0,55.4417,C,Mrs
NA,3,female,2,0,39.6875,S,Miss
NA,1,female,4,1,59.4,C,Mrs
NA,2,male,2,0,13.8583,C,Mr
NA,2,male,2,0,11.5,S,Mr
NA,1,female,3,0,134.5,C,Miss
NA,1,male,4,0,0,S,Mr
NA,2,male,4,0,13,S,Mr
NA,1,female,4,1,81.8583,S,Mrs
NA,1,female,4,0,262.375,C,Miss
NA,3,female,2,0,8.6625,S,Miss
NA,2,male,2,0,11.5,S,Mr
NA,1,male,4,0,50,S,Mr
NA,3,male,1,2,31.3875,S,Master
NA,3,male,2,0,7.8792,Q,Mr
NA,3,female,2,0,16.1,S,Mrs
NA,2,female,2,2,65,S,Miss
NA,3,male,2,0,7.775,S,Mr
NA,2,male,4,0,13,S,Mr
NA,3,male,2,0,7.75,Q,Mr
NA,3,male,1,1,21.075,S,Master
NA,1,male,2,0,93.5,S,Mr
NA,1,female,4,1,39.4,S,Mrs
NA,3,male,1,2,20.25,S,Master
NA,2,male,4,0,10.5,S,Mr
NA,3,male,2,1,22.025,S,Mr
NA,1,female,2,0,60,S,Mrs
NA,3,male,2,0,7.25,Q,Mr
NA,1,female,4,1,79.2,C,Mrs
NA,3,male,2,0,7.775,S,Mr
NA,3,male,3,0,7.7333,Q,Mr
NA,1,female,3,0,164.8667,S,Miss
NA,2,male,3,0,21,S,Mr
NA,1,female,2,1,59.4,C,Miss
NA,1,male,1,0,47.1,S,Mr
NA,1,male,4,0,27.7208,C,Mr
NA,2,male,2,0,13.8625,C,Mr
NA,2,male,2,0,10.5,S,Mr
NA,1,male,4,1,211.5,C,Mr
NA,3,female,1,1,13.775,S,Miss
NA,1,female,3,0,90,Q,Mrs
NA,3,female,2,0,7.775,S,Miss
NA,1,female,3,0,108.9,C,Others
NA,3,male,3,0,7.25,S,Mr
0,3,male,2,0,8.4583,Q,Mr
1,2,male,2,0,13,S,Mr
1,3,female,2,0,7.225,C,Mrs
0,3,male,2,0,7.225,C,Mr
1,3,female,2,0,7.8792,Q,Miss
0,3,male,2,0,7.8958,S,Mr
1,1,female,2,0,146.5208,C,Mrs
1,3,female,2,0,7.75,Q,Miss
1,3,male,2,0,7.2292,C,Mr
0,3,male,2,0,7.8958,C,Mr
0,3,male,2,0,8.05,S,Mr
0,3,male,2,0,15.5,Q,Mr
1,3,female,2,0,7.75,Q,Miss
0,3,male,2,0,21.6792,C,Mr
1,1,male,2,0,35.5,S,Mr
0,1,male,2,0,27.7208,C,Mr
1,3,male,2,1,15.2458,C,Master
0,3,male,2,0,7.8958,S,Mr
0,3,male,2,0,8.05,S,Mr
1,3,female,2,0,7.7875,Q,Miss
0,3,male,2,0,8.05,S,Mr
0,3,male,2,0,8.05,S,Mr
0,3,male,2,0,7.8958,S,Mr
1,3,male,2,0,7.775,S,Mr
1,3,female,2,0,24.15,Q,Miss
0,3,male,2,0,8.05,S,Mr
0,3,male,2,0,7.75,Q,Mr
1,3,female,2,1,22.3583,C,Miss
0,3,female,2,2,15.2458,C,Mrs
0,3,male,2,0,7.3125,S,Mr
0,3,male,2,0,8.6625,S,Mr
0,3,male,2,2,69.55,S,Master
1,1,female,2,1,55,S,Mrs
0,1,male,2,0,25.925,S,Mr
0,3,male,2,1,25.4667,S,Master
0,3,female,2,2,69.55,S,Miss
0,2,male,2,0,15.05,C,Mr
0,1,male,2,0,50,S,Mr
1,3,female,2,0,15.5,Q,Mrs
0,3,male,2,0,7.75,Q,Mr
1,3,female,2,0,7.75,Q,Miss
0,3,male,2,2,69.55,S,Mr
0,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,7.8958,S,Mr
0,3,female,2,1,25.4667,S,Miss
0,3,female,2,0,7.55,S,Miss
0,3,female,2,0,14.4542,C,Miss
1,3,female,2,0,15.5,Q,Miss
0,3,male,2,0,7.25,S,Mr
1,1,female,2,0,79.2,C,Mrs
0,3,male,2,0,7.75,Q,Mr
0,3,female,2,0,7.75,Q,Miss
0,1,male,2,0,31,S,Mr
1,3,female,2,0,7.75,Q,Miss
0,2,male,3,0,0,S,Mr
0,1,male,2,0,26,S,Mr
0,1,male,2,0,27.7208,C,Mr
1,1,male,2,0,30.5,S,Mr
1,3,female,2,0,7.75,Q,Miss
1,3,male,2,0,23.25,Q,Mr
1,2,female,2,0,12.35,Q,Miss
0,3,male,2,0,8.05,S,Mr
1,1,female,2,0,110.8833,C,Miss
0,3,male,2,2,69.55,S,Mr
1,3,female,2,0,23.25,Q,Miss
1,1,female,2,0,133.65,S,Mrs
0,3,male,2,0,7.8958,S,Mr
1,3,female,2,0,16.1,S,Mrs
0,1,male,2,0,35,S,Mr
0,3,male,2,0,7.225,C,Mr
1,3,female,2,0,7.8792,Q,Miss
1,3,female,2,0,7.8792,Q,Miss
0,3,male,2,0,15.5,Q,Mr
1,3,female,2,0,7.2292,C,Mrs
1,3,female,2,0,7.75,Q,Miss
1,1,female,2,0,82.1708,C,Mrs
0,3,male,2,0,7.8958,S,Mr
0,3,male,2,0,7.7292,Q,Mr
0,3,female,2,1,25.4667,S,Miss
0,3,male,2,0,7.8958,S,Mr
0,3,male,2,0,6.8583,Q,Mr
0,2,male,3,0,0,S,Mr
0,3,female,2,0,8.05,S,Mrs
0,3,male,2,0,7.8958,C,Mr
0,3,male,2,0,7.25,S,Mr
0,3,male,2,0,7.75,Q,Mr
1,3,female,2,0,16.1,S,Mrs
1,3,male,2,0,8.1125,S,Mr
0,3,male,2,0,19.9667,S,Mr
0,3,male,2,0,8.05,S,Mr
1,1,female,2,0,51.8625,S,Mrs
0,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,8.05,S,Mr
0,2,male,3,0,0,S,Mr
0,3,male,2,0,7.725,Q,Mr
0,3,male,2,0,7.25,S,Mr
0,1,male,2,0,52,S,Mr
0,2,male,3,0,0,S,Mr
0,3,female,2,1,25.4667,S,Miss
0,3,male,2,0,19.9667,S,Mr
0,3,male,2,0,14.4583,C,Mr
0,3,male,2,0,15.1,S,Mr
0,3,female,2,0,7.6292,Q,Miss
1,1,male,2,0,26.55,S,Mr
0,3,male,2,0,8.05,S,Mr
0,3,male,2,0,24.15,Q,Mr
0,3,male,2,0,7.225,C,Mr
0,3,male,2,0,7.2292,C,Mr
0,1,male,2,0,221.7792,S,Mr
0,3,male,2,0,7.2292,C,Mr
1,3,female,2,2,22.3583,C,Mrs
0,3,male,2,0,14.5,S,Mr
1,2,male,2,0,13.8625,C,Mr
0,3,male,2,0,7.8292,Q,Mr
0,1,male,2,0,227.525,C,Mr
0,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,8.05,S,Mr
0,3,female,2,0,8.05,S,Miss
0,3,male,2,0,7.2292,C,Mr
1,3,female,2,0,7.75,Q,Miss
0,3,female,2,0,14.4583,C,Mrs
0,3,male,2,0,8.7125,C,Mr
0,3,male,2,0,8.05,S,Mr
0,3,female,2,2,7.75,Q,Miss
1,2,female,2,0,33,S,Miss
0,3,male,2,0,7.225,C,Mr
0,3,male,2,0,7.8958,S,Mr
0,1,male,2,0,42.4,S,Mr
0,3,male,2,0,7.05,S,Mr
1,3,female,2,0,15.5,Q,Miss
0,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,7.7333,Q,Mr
0,1,male,3,0,0,S,Mr
0,3,male,2,0,16.1,S,Mr
1,3,male,2,0,56.4958,S,Mr
0,3,male,2,0,7.55,S,Mr
0,3,male,2,0,7.8958,S,Mr
1,3,female,2,0,7.8292,Q,Miss
0,3,male,2,0,7.8958,S,Mr
0,3,male,2,0,7.775,S,Mr
1,1,female,2,0,52,S,Mrs
0,2,male,3,0,0,S,Mr
0,3,female,2,0,8.1375,Q,Miss
1,3,male,2,0,56.4958,S,Mr
1,3,female,2,0,7.7333,Q,Miss
1,3,male,2,1,15.2458,C,Master
0,1,male,2,0,26.55,S,Mr
0,3,male,2,0,15.5,Q,Mr
1,3,female,2,0,7.7375,Q,Miss
0,2,male,3,0,0,S,Mr
0,3,male,2,0,7.8958,S,Mr
0,3,male,2,0,7.8958,S,Mr
1,1,male,2,0,30,S,Mr
0,3,male,2,0,14.5,S,Mr
0,1,male,2,0,39.6,C,Others
0,3,male,2,0,24.15,Q,Mr
0,3,male,2,0,7.225,C,Mr
0,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,7.7375,Q,Mr
0,3,male,2,2,23.45,S,Mr
0,3,male,2,0,7.75,Q,Mr
0,3,female,2,2,69.55,S,Miss
0,1,male,2,0,30.6958,C,Mr
0,1,male,3,0,0,S,Mr
0,3,male,2,0,6.95,Q,Mr
0,3,male,2,0,56.4958,S,Mr
1,3,male,2,0,7.75,Q,Mr
0,3,male,2,0,7.2292,C,Mr
0,3,male,2,0,8.05,S,Mr
1,1,male,2,0,29.7,C,Mr
0,3,male,2,2,69.55,S,Mr
1,1,female,2,0,89.1042,C,Mrs
0,3,male,2,0,7.2292,C,Mr
0,3,female,2,2,69.55,S,Miss
0,3,male,2,0,9.5,S,Mr
0,3,male,2,0,7.8958,S,Mr
0,3,female,2,2,23.45,S,Miss
NA,3,male,4,0,7.8958,S,Mr
NA,1,female,4,0,31.6833,S,Mrs
NA,3,male,4,0,21.6792,C,Mr
NA,3,female,4,2,23.45,S,Mrs
NA,3,female,4,0,8.05,S,Miss
NA,3,male,4,0,56.4958,S,Mr
NA,1,male,4,0,26.55,S,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,2,male,4,0,15.5792,C,Mr
NA,3,male,4,0,16.1,S,Mr
NA,2,female,4,0,21,S,Mrs
NA,3,male,4,0,8.05,S,Mr
NA,3,male,4,0,7.8958,S,Mr
NA,2,male,4,0,10.7083,Q,Mr
NA,3,male,4,0,14.4542,C,Mr
NA,3,female,4,0,7.75,Q,Others
NA,3,male,4,0,7.775,S,Mr
NA,3,male,4,0,8.05,S,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,male,4,0,8.7125,S,Mr
NA,3,female,4,0,7.7792,Q,Miss
NA,3,male,4,0,6.4375,C,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,female,4,0,23.25,Q,Miss
NA,3,female,4,4,25.4667,S,Mrs
NA,3,male,4,0,6.4375,C,Mr
NA,1,male,4,0,51.8625,S,Mr
NA,1,male,4,0,26.55,S,Mr
NA,3,male,4,0,7.8958,C,Mr
NA,3,female,4,0,7.7333,Q,Miss
NA,3,male,4,0,7,S,Mr
NA,1,female,4,0,27.7208,C,Mrs
NA,3,male,4,0,7.55,S,Mr
NA,3,male,4,0,7.2292,C,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,female,4,2,69.55,S,Miss
NA,1,male,4,0,26,S,Mr
NA,3,female,4,0,8.1125,S,Mrs
NA,3,female,4,0,15.5,Q,Miss
NA,1,male,4,0,25.7417,C,Mr
NA,3,male,4,0,7.05,S,Mr
NA,3,female,4,0,7.8792,Q,Miss
NA,3,male,4,0,8.05,S,Mr
NA,3,female,4,2,15.2458,C,Mrs
NA,3,female,4,0,7.75,Q,Miss
NA,3,male,4,0,7.8792,Q,Mr
NA,3,male,4,0,7.8875,S,Mr
NA,3,male,4,2,23.45,S,Master
NA,3,female,4,0,14.4542,C,Mrs
NA,3,male,4,0,7.55,S,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,male,4,0,7.8958,S,Mr
NA,1,male,4,0,0,S,Mr
NA,3,male,4,0,7.55,S,Mr
NA,3,female,4,0,8.05,S,Miss
NA,3,male,4,0,7.75,Q,Mr
NA,3,female,4,0,15.5,Q,Miss
NA,3,male,4,0,7.225,C,Mr
NA,3,female,4,0,7.75,Q,Miss
NA,3,male,4,0,7.25,S,Mr
NA,3,male,4,0,7.2292,C,Mr
NA,3,male,4,0,8.05,S,Mr
NA,1,male,4,0,39.6,S,Mr
NA,3,male,4,0,7.2292,C,Mr
NA,3,male,4,0,21.6792,C,Mr
NA,2,male,4,0,15.0458,C,Mr
NA,3,female,4,0,7.75,Q,Miss
NA,3,male,4,0,7.575,S,Mr
NA,3,male,4,0,7.225,C,Mr
NA,3,male,4,0,7.2292,C,Master
NA,3,male,4,9,69.55,S,Mr
NA,3,male,4,1,14.5,S,Master
NA,3,male,4,0,7.8792,S,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,female,4,9,69.55,S,Mrs
NA,3,male,4,0,14.4583,C,Mr
NA,3,male,4,0,7.75,Q,Mr
NA,3,female,4,0,14.5,S,Mrs
NA,2,male,4,0,12.875,S,Mr
NA,3,female,4,0,7.7208,Q,Miss
NA,3,female,4,0,7.75,Q,Miss
NA,3,male,4,0,8.05,S,Mr
NA,3,male,4,0,8.05,S,Mr
NA,3,male,4,1,22.3583,C,Master
